,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description,Country,Date,Current Description
519,Saint-Denis,48.9167,2.3333,52.14,81,0,3.44,clear sky,FR,2021-10-24 22:24:45,
520,Makakilo City,21.3469,-158.0858,82.72,53,75,10.36,broken clouds,US,2021-10-24 22:21:21,
521,Redwater,33.3582,-94.2544,86.83,52,69,10.18,broken clouds,US,2021-10-24 22:24:45,
522,Bulungu,-4.55,18.6,72.41,91,73,1.25,broken clouds,CD,2021-10-24 22:24:45,
523,Shingu,33.7333,135.9833,60.33,97,100,7.63,light rain,JP,2021-10-24 22:24:46,
524,Hami,42.8,93.45,43.65,36,6,5.77,clear sky,CN,2021-10-24 22:24:46,
525,Nhulunbuy,-12.2333,136.7667,84.81,65,40,5.75,scattered clouds,AU,2021-10-24 22:24:26,
526,Sola,-13.8833,167.55,86.67,74,75,0.0,broken clouds,VU,2021-10-24 22:24:47,
527,Davila,18.4726,120.5763,73.38,80,18,10.94,few clouds,PH,2021-10-24 22:24:47,
528,Tinyahuarco,-10.75,-76.3,48.51,66,83,8.3,moderate rain,PE,2021-10-24 22:24:48,
529,Antofagasta,-23.65,-70.4,60.08,74,24,2.44,few clouds,CL,2021-10-24 22:24:48,
530,Russell,32.3502,-85.1999,73.0,83,40,0.0,scattered clouds,US,2021-10-24 22:24:48,
531,Laguna,38.421,-121.4238,64.02,95,90,1.99,mist,US,2021-10-24 22:24:49,
532,Lakes Entrance,-37.8811,147.981,55.17,71,88,7.7,overcast clouds,AU,2021-10-24 22:24:49,
533,Poopo,-18.3667,-66.9667,58.42,9,38,30.09,scattered clouds,BO,2021-10-24 22:24:49,
534,Zaozerne,45.1582,33.2787,46.94,61,13,11.68,few clouds,UA,2021-10-24 22:24:50,
535,Airai,-8.9266,125.4092,63.37,75,98,1.28,overcast clouds,TL,2021-10-24 22:24:50,
536,Balkanabat,39.5108,54.3671,58.5,66,0,4.03,clear sky,TM,2021-10-24 22:24:51,
537,Bembibre,42.6177,-6.4155,56.66,98,79,2.17,broken clouds,ES,2021-10-24 22:24:52,
538,Aban,56.67,96.06,41.76,71,98,13.8,overcast clouds,RU,2021-10-24 22:24:52,
539,Sakakah,29.9697,40.2064,65.77,30,0,5.97,clear sky,SA,2021-10-24 22:24:52,
540,Floresta,-8.6011,-38.5686,87.39,47,39,3.09,scattered clouds,BR,2021-10-24 22:24:53,
541,Varkaus,62.3153,27.873,33.31,97,100,10.09,light snow,FI,2021-10-24 22:24:53,
542,Progreso,21.2833,-89.6667,91.51,79,100,9.82,overcast clouds,MX,2021-10-24 22:24:53,
543,Sokoni,-6.4333,39.55,78.48,78,3,9.84,clear sky,TZ,2021-10-24 22:24:54,
544,Alice Springs,-23.7,133.8833,67.55,37,5,9.22,clear sky,AU,2021-10-24 22:21:55,
545,Boguchany,58.3814,97.4531,40.17,74,99,12.53,overcast clouds,RU,2021-10-24 22:24:55,
546,La Asuncion,11.0333,-63.8628,80.37,78,36,16.64,scattered clouds,VE,2021-10-24 22:24:55,
547,Salinopolis,-0.6136,-47.3561,81.36,80,1,12.35,clear sky,BR,2021-10-24 22:24:55,
548,Lubango,-14.9172,13.4925,62.01,40,18,3.44,few clouds,AO,2021-10-24 22:24:56,
549,Livramento,-3.0254,-60.1803,84.87,89,75,5.75,thunderstorm,BR,2021-10-24 22:24:56,
550,Pachelma,53.2443,43.3521,33.46,83,97,15.37,overcast clouds,RU,2021-10-24 22:24:56,
551,Athabasca,54.7169,-113.2854,51.62,70,60,10.07,broken clouds,CA,2021-10-24 22:24:57,
552,Samarai,-10.6167,150.6667,82.42,78,47,11.88,scattered clouds,PG,2021-10-24 22:24:57,
553,Sabha,27.0377,14.4283,78.75,18,8,6.38,clear sky,LY,2021-10-24 22:24:57,
554,Tres Arroyos,-38.3739,-60.2798,68.2,35,1,12.73,clear sky,AR,2021-10-24 22:24:58,
555,Ust-Kut,56.7938,105.7672,38.93,91,100,12.35,overcast clouds,RU,2021-10-24 22:23:00,
556,Grand Gaube,-20.0064,57.6608,74.37,70,90,5.99,overcast clouds,MU,2021-10-24 22:24:58,
557,Goure,13.9835,10.2704,87.03,15,13,7.47,few clouds,NE,2021-10-24 22:24:59,
558,Nisia Floresta,-6.0911,-35.2086,81.41,78,94,7.85,overcast clouds,BR,2021-10-24 22:24:59,
559,Diffa,13.3154,12.6113,88.02,18,68,7.43,broken clouds,NE,2021-10-24 22:24:59,
560,Hofn,64.2539,-15.2082,42.17,87,100,17.72,light rain,IS,2021-10-24 22:25:00,
561,Neiafu,-18.65,-173.9833,79.48,61,20,9.22,few clouds,TO,2021-10-24 22:25:00,
562,Perg,48.25,14.6333,41.0,82,0,4.65,clear sky,AT,2021-10-24 22:25:00,
563,Mbekenyera,-10.0,38.9833,73.13,85,41,6.8,scattered clouds,TZ,2021-10-24 22:25:01,
564,Crossville,35.949,-85.0269,67.93,65,1,3.0,clear sky,US,2021-10-24 22:25:02,
565,Chambas,22.1928,-78.9136,83.82,84,100,4.59,light rain,CU,2021-10-24 22:25:03,
566,Platon Sanchez,21.2833,-98.3667,86.7,65,70,4.03,broken clouds,MX,2021-10-24 22:25:04,
567,Lesosibirsk,58.2358,92.4828,41.16,74,83,12.03,broken clouds,RU,2021-10-24 22:25:04,
568,Ati,13.2154,18.3353,89.22,21,28,8.28,scattered clouds,TD,2021-10-24 22:25:05,
569,Vodnyy,63.5046,53.4095,26.17,94,100,4.45,overcast clouds,RU,2021-10-24 22:25:06,
570,Trat,12.5,102.5,82.98,90,100,9.35,overcast clouds,TH,2021-10-24 22:25:07,
571,Chingirlau,51.095,54.0814,45.32,64,100,3.53,light rain,KZ,2021-10-24 22:25:07,
572,Tonj,7.2737,28.6822,76.6,62,15,2.24,few clouds,SS,2021-10-24 22:25:08,
573,Acajutla,13.5928,-89.8275,93.54,74,42,3.96,scattered clouds,SV,2021-10-24 22:25:08,
574,Kapuskasing,49.4169,-82.4331,37.49,93,75,6.91,mist,CA,2021-10-24 22:25:09,
575,Misratah,32.3754,15.0925,73.9,76,1,9.28,clear sky,LY,2021-10-24 22:25:09,
576,Amguri,26.8,94.5333,67.3,91,2,2.28,clear sky,IN,2021-10-24 22:25:09,
577,Dzaoudzi,-12.7887,45.2699,80.49,83,75,12.66,broken clouds,YT,2021-10-24 22:25:10,
578,Honningsvag,70.9821,25.9704,35.42,73,46,11.86,scattered clouds,NO,2021-10-24 22:25:10,
579,Cawayan,9.9718,122.6249,78.03,87,78,3.85,broken clouds,PH,2021-10-24 22:25:10,
580,Shakawe,-18.3667,21.85,72.03,56,77,4.74,broken clouds,BW,2021-10-24 22:25:11,
581,Cabedelo,-6.9811,-34.8339,79.47,74,99,8.55,overcast clouds,BR,2021-10-24 22:25:11,
582,Karasjok,69.4719,25.5112,15.91,98,100,2.13,overcast clouds,NO,2021-10-24 22:25:12,
583,Tarakan,3.3,117.6333,78.3,89,75,5.75,moderate rain,ID,2021-10-24 22:25:07,
584,Pozo Colorado,-23.4923,-58.7972,75.06,32,0,6.46,clear sky,PY,2021-10-24 22:25:12,
585,Mazamari,-11.3258,-74.5308,83.34,66,98,3.22,overcast clouds,PE,2021-10-24 22:25:12,
586,Ranong,9.9658,98.6348,77.09,90,96,3.96,light rain,TH,2021-10-24 22:25:13,
587,Daru,-9.0763,143.2092,82.53,79,91,10.31,overcast clouds,PG,2021-10-24 22:25:13,
588,Gorin,51.1983,136.6669,30.33,95,56,4.43,broken clouds,RU,2021-10-24 22:25:14,
589,Bubaque,11.2833,-15.8333,82.72,74,100,9.06,overcast clouds,GW,2021-10-24 22:25:14,
590,Hatillo,18.4863,-66.8254,83.82,84,53,1.99,broken clouds,PR,2021-10-24 22:25:14,
591,Mecca,21.4267,39.8261,79.86,63,0,2.3,clear sky,SA,2021-10-24 22:24:51,
592,Poso,-1.3959,120.7524,76.64,83,100,4.12,overcast clouds,ID,2021-10-24 22:25:16,
593,Whitley Bay,55.0397,-1.4471,54.28,84,20,9.22,few clouds,GB,2021-10-24 22:25:16,
594,Palmer,42.1584,-72.3287,54.32,65,40,4.61,scattered clouds,US,2021-10-24 22:25:17,
595,Teknaf,20.8624,92.3058,73.72,85,44,4.16,scattered clouds,BD,2021-10-24 22:25:17,
596,Santiago Del Estero,-27.7951,-64.2615,80.8,16,0,10.92,clear sky,AR,2021-10-24 22:21:29,
597,Saint-Pierre,-21.3393,55.4781,73.08,75,90,3.44,overcast clouds,RE,2021-10-24 22:25:18,
598,Iqaluit,63.7506,-68.5145,29.93,92,90,8.01,light snow,CA,2021-10-24 22:25:18,
599,Dunedin,-45.8742,170.5036,62.8,71,86,5.99,overcast clouds,NZ,2021-10-24 22:22:20,
600,Klooga,59.3197,24.2114,46.94,89,100,15.12,overcast clouds,EE,2021-10-24 22:25:19,
601,Koungou,-12.7336,45.2042,80.31,83,75,12.66,broken clouds,YT,2021-10-24 22:25:19,
602,Ormara,25.2088,64.6357,77.05,58,0,5.59,clear sky,PK,2021-10-24 22:25:20,
603,Sao Filipe,14.8961,-24.4956,78.53,72,49,11.18,scattered clouds,CV,2021-10-24 22:25:20,
604,Caohai,26.8661,104.2841,46.56,98,100,3.53,overcast clouds,CN,2021-10-24 22:25:20,
605,Mahon,39.8885,4.2658,64.96,88,20,6.91,few clouds,ES,2021-10-24 22:25:21,
606,Batagay,67.6333,134.6333,8.13,96,100,2.26,overcast clouds,RU,2021-10-24 22:25:21,
607,Axim,4.8699,-2.2405,77.83,86,44,5.73,scattered clouds,GH,2021-10-24 22:25:21,
608,College,64.8569,-147.8028,28.2,89,90,0.0,fog,US,2021-10-24 22:25:21,
609,Barra Do Bugres,-15.0725,-57.1811,72.32,94,100,3.76,overcast clouds,BR,2021-10-24 22:25:22,
610,Vanderhoof,54.0166,-124.0198,51.66,56,85,10.25,overcast clouds,CA,2021-10-24 22:25:22,
611,Kichera,55.9375,110.0997,35.89,97,100,6.85,moderate rain,RU,2021-10-24 22:25:23,
612,Odweyne,9.4092,45.064,72.41,38,4,7.14,clear sky,SO,2021-10-24 22:25:23,
613,Vale,41.6156,42.8722,43.97,71,87,3.71,overcast clouds,GE,2021-10-24 22:25:23,
614,Castrovillari,39.8203,16.2123,60.3,82,100,8.01,overcast clouds,IT,2021-10-24 22:25:24,
615,Ridgecrest,35.6225,-117.6709,78.66,37,1,11.99,clear sky,US,2021-10-24 22:25:24,
616,Port Hawkesbury,45.6169,-61.3485,48.69,87,90,8.01,light rain,CA,2021-10-24 22:25:24,
617,Garowe,8.4054,48.4845,74.03,75,20,13.0,few clouds,SO,2021-10-24 22:25:25,
618,Raucesti,47.25,26.4167,43.75,75,8,4.12,clear sky,RO,2021-10-24 22:25:25,
619,Saint Anthony,45.0205,-93.218,49.24,56,1,1.99,clear sky,US,2021-10-24 22:25:25,
620,Kifri,34.6959,44.9661,70.23,20,0,7.14,clear sky,IQ,2021-10-24 22:25:26,
621,San Benito,36.6166,-121.0844,60.13,82,100,21.7,overcast clouds,US,2021-10-24 22:25:26,
622,Bandarbeyla,9.4942,50.8122,78.21,75,18,5.41,few clouds,SO,2021-10-24 22:20:52,
623,Jambi,-1.6,103.6167,73.33,97,87,0.31,overcast clouds,ID,2021-10-24 22:25:26,
624,Kuching,1.55,110.3333,77.22,94,20,3.44,few clouds,MY,2021-10-24 22:25:27,
625,Sharjah,25.3573,55.4033,83.25,68,0,7.0,clear sky,AE,2021-10-24 22:23:39,
626,Hargeysa,9.56,44.065,66.74,65,2,6.08,clear sky,SO,2021-10-24 22:25:27,
627,Sri Aman,1.2376,111.4621,77.05,94,48,0.0,scattered clouds,MY,2021-10-24 22:25:28,
628,Comodoro Rivadavia,-45.8667,-67.5,64.26,36,100,46.04,dust,AR,2021-10-24 22:25:28,
629,Farkhor,37.4922,69.4036,52.68,19,0,3.0,clear sky,TJ,2021-10-24 22:25:28,
630,Asosa,10.0667,34.5333,63.5,61,13,5.73,few clouds,ET,2021-10-24 22:25:29,
631,Kismayo,-0.3582,42.5454,78.37,84,13,11.52,few clouds,SO,2021-10-24 22:25:29,
632,Komsomolskiy,40.4272,71.7189,44.02,56,0,6.91,clear sky,UZ,2021-10-24 22:21:11,
633,Privolzhye,52.8649,48.6044,40.06,72,92,7.78,overcast clouds,RU,2021-10-24 22:25:30,
634,Muroto,33.2833,134.15,57.24,91,100,17.11,overcast clouds,JP,2021-10-24 22:25:30,
635,Puerto Leguizamo,-0.1934,-74.7819,82.56,78,99,2.15,overcast clouds,CO,2021-10-24 22:25:30,
636,Knysna,-34.0363,23.0471,52.18,78,0,4.54,clear sky,ZA,2021-10-24 22:25:31,
637,Meulaboh,4.1363,96.1285,74.61,91,100,4.97,overcast clouds,ID,2021-10-24 22:25:31,
638,Dhidhdhoo,6.8833,73.1,81.79,78,77,11.36,broken clouds,MV,2021-10-24 22:25:31,
639,Dalbandin,28.8947,64.4101,60.71,15,0,0.94,clear sky,PK,2021-10-24 22:25:32,
640,Port Hedland,-20.3167,118.5667,71.65,49,7,4.61,clear sky,AU,2021-10-24 22:25:32,
641,Braganca,-1.0536,-46.7656,77.7,87,38,4.34,scattered clouds,BR,2021-10-24 22:25:32,
642,Khudumelapye,-23.8833,24.75,71.13,16,24,13.0,few clouds,BW,2021-10-24 22:25:33,
643,Isangel,-19.55,169.2667,80.71,69,75,5.75,broken clouds,VU,2021-10-24 22:25:33,
644,Bykovo,55.6361,38.0803,32.56,74,0,13.42,clear sky,RU,2021-10-24 22:25:33,
645,Beidao,34.5686,105.8933,50.32,85,99,2.1,overcast clouds,CN,2021-10-24 22:25:34,
646,Farafangana,-22.8167,47.8333,75.83,92,70,12.17,light rain,MG,2021-10-24 22:25:34,
647,Los Llanos De Aridane,28.6585,-17.9182,67.75,88,90,1.99,overcast clouds,ES,2021-10-24 22:25:34,
648,Matara,5.9485,80.5353,76.68,90,100,7.11,light rain,LK,2021-10-24 22:25:35,
649,Sturgeon Bay,44.8342,-87.377,49.21,66,1,9.22,clear sky,US,2021-10-24 22:23:44,
650,Port Augusta,-32.5,137.7667,63.72,42,0,6.85,clear sky,AU,2021-10-24 22:25:35,
651,Portmore,17.9702,-76.8672,85.96,80,20,19.57,few clouds,JM,2021-10-24 22:25:36,
652,Roald,62.5833,6.1333,54.52,82,75,5.75,broken clouds,NO,2021-10-24 22:25:36,
653,Virginia Beach,36.8529,-75.978,73.42,69,20,10.36,few clouds,US,2021-10-24 22:25:36,
654,Hovd,48.0056,91.6419,32.67,33,3,2.26,clear sky,MN,2021-10-24 22:25:37,
655,Mangrol,21.1167,70.1167,78.44,68,0,5.44,clear sky,IN,2021-10-24 22:25:37,
656,Iskateley,67.6803,53.1512,19.9,97,81,4.81,broken clouds,RU,2021-10-24 22:21:14,
657,Santo Antonio Do Sudoeste,-26.0736,-53.7253,57.27,86,3,3.42,clear sky,BR,2021-10-24 22:24:24,
658,Kikwit,-5.041,18.8162,73.47,86,65,2.15,broken clouds,CD,2021-10-24 22:25:37,
659,Sembe,1.6481,14.5806,69.48,99,100,1.14,light rain,CG,2021-10-24 22:25:38,
660,Bereda,43.2686,-7.5406,55.92,100,7,1.7,clear sky,ES,2021-10-24 22:25:38,
661,Dovolnoye,54.4958,79.6671,45.9,79,98,14.81,overcast clouds,RU,2021-10-24 22:25:39,
662,Shelburne,44.0787,-80.2041,48.76,68,88,3.69,overcast clouds,CA,2021-10-24 22:25:39,
663,Kholtoson,50.2981,103.3097,29.46,72,73,4.45,broken clouds,RU,2021-10-24 22:25:40,
664,Yaqui,27.3667,-110.1667,91.96,47,0,11.41,clear sky,MX,2021-10-24 22:25:40,
665,Coruripe,-10.1256,-36.1756,78.24,79,96,13.94,overcast clouds,BR,2021-10-24 22:25:41,
666,Chernyshevskiy,63.0128,112.4714,31.84,98,100,6.87,overcast clouds,RU,2021-10-24 22:25:41,
667,La Ronge,55.1001,-105.2842,43.05,65,40,12.66,,CA,2021-10-24 22:45:21,scattered clouds
668,Hobart,-42.8794,147.3294,52.27,75,75,5.01,,AU,2021-10-24 22:45:32,broken clouds
669,Chokurdakh,70.6333,147.9167,-6.75,99,100,2.77,,RU,2021-10-24 22:43:42,overcast clouds
670,Kurilsk,45.2333,147.8833,46.54,68,1,2.86,,RU,2021-10-24 22:48:00,clear sky
671,Ushuaia,-54.8,-68.3,33.46,80,75,8.05,,AR,2021-10-24 22:44:45,light snow
672,Bambous Virieux,-20.3428,57.7575,74.21,73,40,12.66,,MU,2021-10-24 22:45:29,scattered clouds
673,Ewa Beach,21.3156,-158.0072,84.15,53,40,18.01,,US,2021-10-24 22:48:01,scattered clouds
674,Busselton,-33.65,115.3333,55.04,79,100,10.02,,AU,2021-10-24 22:48:01,overcast clouds
675,Rikitea,-23.1203,-134.9692,74.82,77,38,15.75,,PF,2021-10-24 22:47:05,scattered clouds
676,Grindavik,63.8424,-22.4338,46.35,100,90,4.61,,IS,2021-10-24 22:48:02,overcast clouds
677,Hambantota,6.1241,81.1185,78.06,81,100,5.37,,LK,2021-10-24 22:48:02,overcast clouds
678,Vuktyl,63.8567,57.3094,27.5,92,100,3.53,,RU,2021-10-24 22:48:03,overcast clouds
679,Tuktoyaktuk,69.4541,-133.0374,32.0,86,40,3.44,,CA,2021-10-24 22:44:14,scattered clouds
680,Olinda,-8.0089,-34.8553,82.13,69,20,6.91,,BR,2021-10-24 22:48:03,few clouds
681,Cape Town,-33.9258,18.4232,59.27,68,0,3.0,,ZA,2021-10-24 22:47:18,clear sky
682,Simao,22.7886,100.9748,60.3,100,100,1.77,,CN,2021-10-24 22:48:04,overcast clouds
683,Luba,3.4568,8.5547,78.69,87,52,4.97,,GQ,2021-10-24 22:48:04,light rain
684,Pangody,65.85,74.4859,22.19,86,20,14.43,,RU,2021-10-24 22:48:05,few clouds
685,Atuona,-9.8,-139.0333,78.12,73,3,18.32,,PF,2021-10-24 22:43:47,clear sky
686,Flin Flon,54.7682,-101.865,40.84,65,75,12.66,,CA,2021-10-24 22:45:44,broken clouds
687,Victoria,22.2855,114.1577,69.33,72,46,1.01,,HK,2021-10-24 22:47:22,scattered clouds
688,Baruun-Urt,46.6806,113.2792,34.05,44,5,4.99,,MN,2021-10-24 22:45:29,clear sky
689,Vostok,46.4856,135.8833,37.26,64,1,3.91,,RU,2021-10-24 22:46:58,clear sky
690,Punta Arenas,-53.15,-70.9167,44.71,42,40,32.21,,CL,2021-10-24 22:44:10,scattered clouds
691,Caravelas,-17.7125,-39.2481,77.43,86,7,10.76,,BR,2021-10-24 22:48:06,clear sky
692,Severo-Kurilsk,50.6789,156.125,39.15,69,55,18.77,,RU,2021-10-24 22:45:59,broken clouds
693,Zyryanka,65.75,150.85,2.75,77,100,3.02,,RU,2021-10-24 22:44:09,overcast clouds
694,Mataura,-46.1927,168.8643,62.17,66,97,3.76,,NZ,2021-10-24 22:48:06,overcast clouds
695,Nioro,13.35,-15.75,79.81,81,100,6.17,,GM,2021-10-24 22:48:07,overcast clouds
696,Evensk,61.95,159.2333,9.01,72,75,2.21,,RU,2021-10-24 22:48:07,broken clouds
697,Klaksvik,62.2266,-6.589,50.92,88,92,25.52,,FO,2021-10-24 22:48:08,overcast clouds
698,Bac Lieu,9.285,105.7244,77.94,86,100,6.62,,VN,2021-10-24 22:46:55,overcast clouds
699,Esperance,-33.8667,121.9,66.04,39,100,9.69,,AU,2021-10-24 22:44:32,overcast clouds
700,Sovetskiy,61.3614,63.5842,29.86,93,100,4.12,,RU,2021-10-24 22:48:08,overcast clouds
701,Georgetown,5.4112,100.3354,77.9,98,20,3.0,,MY,2021-10-24 22:48:09,few clouds
702,Bluff,-46.6,168.3333,55.4,88,96,5.12,,NZ,2021-10-24 22:43:51,overcast clouds
703,Christchurch,-43.5333,172.6333,68.02,70,6,4.0,,NZ,2021-10-24 22:45:18,clear sky
704,Kaitong,44.8135,123.15,40.69,58,5,8.14,,CN,2021-10-24 22:48:09,clear sky
705,Pevek,69.7008,170.3133,7.16,93,100,4.43,,RU,2021-10-24 22:48:10,overcast clouds
706,Narsaq,60.9167,-46.05,32.22,48,93,6.62,,GL,2021-10-24 22:48:10,overcast clouds
707,Katsuura,35.1333,140.3,58.19,59,54,7.85,,JP,2021-10-24 22:48:11,broken clouds
708,Jamestown,42.097,-79.2353,51.39,98,90,3.0,,US,2021-10-24 22:45:02,moderate rain
709,Barrow,71.2906,-156.7887,28.42,80,90,5.75,,US,2021-10-24 22:48:11,overcast clouds
710,Ancud,-41.8697,-73.8203,55.42,88,85,16.96,,CL,2021-10-24 22:46:30,overcast clouds
711,Doka,13.5167,35.7667,77.54,49,9,5.68,,SD,2021-10-24 22:48:12,clear sky
712,Cabo San Lucas,22.8909,-109.9124,89.62,69,2,11.25,,MX,2021-10-24 22:47:18,clear sky
713,Roros,62.5747,11.3842,33.8,93,85,5.3,,NO,2021-10-24 22:48:12,light snow
714,Nuevo Progreso,23.1667,-97.95,89.6,59,94,8.81,,MX,2021-10-24 22:48:13,overcast clouds
715,Hermanus,-34.4187,19.2345,55.9,76,0,9.51,,ZA,2021-10-24 22:48:13,clear sky
716,Mantua,45.1667,10.7833,52.29,85,100,1.01,,IT,2021-10-24 22:48:13,overcast clouds
717,Albany,42.6001,-73.9662,52.81,75,95,2.75,,US,2021-10-24 22:47:39,overcast clouds
718,Lebu,-37.6167,-73.65,54.1,90,12,6.91,,CL,2021-10-24 22:48:14,few clouds
719,Iwanai,42.9744,140.5089,51.03,77,1,4.05,,JP,2021-10-24 22:48:14,clear sky
720,Magadan,59.5667,150.8,28.11,70,100,5.86,,RU,2021-10-24 22:48:15,overcast clouds
721,Yumen,40.2833,97.2,44.71,35,100,15.35,,CN,2021-10-24 22:48:15,overcast clouds
722,Mathbaria,22.2876,89.9593,70.7,89,1,2.95,,BD,2021-10-24 22:48:15,clear sky
723,Yellowknife,62.456,-114.3525,42.42,85,75,19.57,,CA,2021-10-24 22:48:16,broken clouds
724,Copiapo,-27.3667,-70.3333,55.09,42,0,5.03,,CL,2021-10-24 22:48:16,clear sky
725,Nome,64.5011,-165.4064,33.87,80,90,6.91,,US,2021-10-24 22:46:12,overcast clouds
726,Kargasok,59.0556,80.8572,38.88,94,100,4.9,,RU,2021-10-24 22:48:12,overcast clouds
727,Katherine,-14.4667,132.2667,88.12,55,40,8.05,,AU,2021-10-24 22:48:17,scattered clouds
728,Tuatapere,-46.1333,167.6833,62.67,76,93,2.37,,NZ,2021-10-24 22:48:17,overcast clouds
729,Sept-Iles,50.2001,-66.3821,48.72,84,75,5.99,,CA,2021-10-24 22:48:18,broken clouds
730,Avarua,-21.2078,-159.775,77.05,57,20,14.97,,CK,2021-10-24 22:47:11,few clouds
731,Hilo,19.7297,-155.09,84.27,82,32,3.0,,US,2021-10-24 22:44:50,scattered clouds
732,Vestmanna,62.1564,-7.1664,49.12,100,90,17.27,,FO,2021-10-24 22:48:18,overcast clouds
733,Lavrentiya,65.5833,-171.0,22.55,81,100,10.78,,RU,2021-10-24 22:48:19,overcast clouds
734,Lata,40.1629,-8.3327,58.82,75,0,1.86,,PT,2021-10-24 22:48:20,clear sky
735,Chuy,-33.6971,-53.4616,58.64,72,0,7.78,,UY,2021-10-24 22:43:48,clear sky
736,Vaini,-21.2,-175.2,78.96,78,20,13.8,,TO,2021-10-24 22:45:12,few clouds
737,Dikson,73.5069,80.5464,9.43,89,100,17.69,,RU,2021-10-24 22:48:20,light snow
738,Cockburn Town,21.4612,-71.1419,82.36,65,40,8.05,,TC,2021-10-24 22:48:21,scattered clouds
739,Port Alfred,-33.5906,26.891,58.5,76,9,11.68,,ZA,2021-10-24 22:48:21,clear sky
740,Tautira,-17.7333,-149.15,75.22,91,100,17.58,,PF,2021-10-24 22:48:22,light rain
741,Saint George,37.1041,-113.5841,75.67,31,1,4.0,,US,2021-10-24 22:48:22,clear sky
742,Beloha,-25.1667,45.05,70.47,87,82,8.32,,MG,2021-10-24 22:48:22,broken clouds
743,Hithadhoo,-0.6,73.0833,82.54,73,72,15.86,,MV,2021-10-24 22:48:23,broken clouds
744,Provideniya,64.3833,-173.3,26.71,59,0,6.71,,RU,2021-10-24 22:48:23,clear sky
745,Imbituva,-25.23,-50.6044,58.41,95,48,1.59,,BR,2021-10-24 22:48:23,scattered clouds
746,Sistranda,63.7256,8.834,49.89,83,100,12.86,,NO,2021-10-24 22:48:24,light rain
747,Kapit,2.0167,112.9333,73.24,99,99,0.65,,MY,2021-10-24 22:48:24,overcast clouds
748,Vila Velha,-20.3297,-40.2925,78.75,83,20,13.8,,BR,2021-10-24 22:47:55,few clouds
749,Kununurra,-15.7667,128.7333,80.58,74,85,2.3,,AU,2021-10-24 22:48:25,overcast clouds
750,Tiznit,29.5833,-9.5,65.88,57,100,1.05,,MA,2021-10-24 22:48:25,overcast clouds
751,Jieshi,22.8134,115.8257,67.95,75,96,9.69,,CN,2021-10-24 22:48:25,overcast clouds
752,Bakau,13.4781,-16.6819,82.54,89,40,6.91,,GM,2021-10-24 22:48:26,scattered clouds
753,Oga,46.4631,10.347,45.68,47,78,3.36,,IT,2021-10-24 22:48:26,broken clouds
754,Saskylakh,71.9167,114.0833,-15.86,100,67,3.87,,RU,2021-10-24 22:44:58,broken clouds
755,East London,-33.0153,27.9116,59.18,74,39,10.22,,ZA,2021-10-24 22:48:27,scattered clouds
756,Cidreira,-30.1811,-50.2056,61.77,65,0,5.97,,BR,2021-10-24 22:48:27,clear sky
757,Port Elizabeth,-33.918,25.5701,52.11,87,0,1.14,,ZA,2021-10-24 22:45:52,clear sky
758,Qaanaaq,77.484,-69.3632,-5.4,62,0,11.59,,GL,2021-10-24 22:48:28,clear sky
759,Mahebourg,-20.4081,57.7,74.25,73,40,12.66,,MU,2021-10-24 22:44:44,scattered clouds
760,Salalah,17.0151,54.0924,75.29,78,0,3.44,,OM,2021-10-24 22:48:28,clear sky
761,Sinnamary,5.3833,-52.95,78.04,91,100,9.69,,GF,2021-10-24 22:48:28,moderate rain
762,Tiksi,71.6872,128.8694,-0.47,100,100,4.16,,RU,2021-10-24 22:48:29,overcast clouds
763,Poum,-20.2333,164.0167,76.03,71,48,10.67,,NC,2021-10-24 22:45:16,scattered clouds
764,Ojiya,37.3,138.8,50.14,65,65,3.8,,JP,2021-10-24 22:48:29,broken clouds
765,Dubti,11.7361,41.0853,84.0,38,9,9.62,,ET,2021-10-24 22:48:29,clear sky
766,Zvishavane,-20.3267,30.0665,62.73,89,92,13.44,,ZW,2021-10-24 22:48:30,overcast clouds
767,Susanville,40.4163,-120.653,49.08,87,100,7.0,,US,2021-10-24 22:48:30,moderate rain
768,Flinders,-34.5833,150.8552,64.18,53,2,3.0,,AU,2021-10-24 22:48:31,clear sky
769,Talnakh,69.4865,88.3972,26.31,97,100,6.29,,RU,2021-10-24 22:48:31,light snow
770,Marawi,7.9986,124.2928,67.64,82,62,1.5,,PH,2021-10-24 22:48:32,broken clouds
771,Mayo,38.8876,-76.5119,68.11,81,1,7.0,,US,2021-10-24 22:48:32,clear sky
772,Maniitsoq,65.4167,-52.9,25.05,54,8,8.28,,GL,2021-10-24 22:48:32,clear sky
773,Ngama,11.7833,17.1667,85.86,35,25,1.39,,TD,2021-10-24 22:48:33,scattered clouds
774,Vila Franca Do Campo,37.7167,-25.4333,63.01,77,0,5.01,,PT,2021-10-24 22:48:33,clear sky
775,Hay River,60.8156,-115.7999,40.98,87,90,9.22,,CA,2021-10-24 22:48:33,light rain
776,Manokwari,-0.8667,134.0833,80.55,71,100,0.72,,ID,2021-10-24 22:48:34,overcast clouds
777,Sitka,57.0531,-135.33,49.89,50,40,0.0,,US,2021-10-24 22:45:17,scattered clouds
778,Buraydah,26.326,43.975,73.85,29,0,6.17,,SA,2021-10-24 22:46:28,clear sky
